Ref_Date,GEO,INS,RAN,STA,Vector,Coordinate,Value
2016/2017,Canada,University of Regina,Rank below assistant professor,Median (dollars),v113290079,1.64.9.4,96825.0
2016/2017,Canada,University of Regina,Rank below assistant professor,10th Percentile (dollars),v113290080,1.64.9.5,80050.0
2016/2017,Canada,University of Regina,Rank below assistant professor,90th Percentile (dollars),v113290081,1.64.9.6,108000.0
2016/2017,Canada,University of Regina,Other teaching staff,Total teaching staff,v113290082,1.64.10.1,27.0
2016/2017,Canada,University of Regina,Other teaching staff,Teaching staff excluded,v113290083,1.64.10.2,x
2016/2017,Canada,University of Regina,Other teaching staff,Average (dollars),v113290084,1.64.10.3,93575.0
2016/2017,Canada,University of Regina,Other teaching staff,Median (dollars),v113290085,1.64.10.4,93950.0
2016/2017,Canada,University of Regina,Other teaching staff,10th Percentile (dollars),v113290086,1.64.10.5,73050.0
2016/2017,Canada,University of Regina,Other teaching staff,90th Percentile (dollars),v113290087,1.64.10.6,114650.0
2016/2017,Canada,University of Regina,All ranks combined (including deans),Total teaching staff,v113290088,1.64.11.1,477.0
2016/2017,Canada,University of Regina,All ranks combined (including deans),Teaching staff excluded,v113290089,1.64.11.2,6.0
2016/2017,Canada,University of Regina,All ranks combined (including deans),Average (dollars),v113290090,1.64.11.3,124300.0
2016/2017,Canada,University of Regina,All ranks combined (including deans),Median (dollars),v113290091,1.64.11.4,121325.0
2016/2017,Canada,University of Regina,All ranks combined (including deans),10th Percentile (dollars),v113290092,1.64.11.5,89400.0
2016/2017,Canada,University of Regina,All ranks combined (including deans),90th Percentile (dollars),v113290093,1.64.11.6,165600.0
2016/2017,Canada,University of Regina,Male,Total teaching staff,v113290094,1.64.12.1,267.0
2016/2017,Canada,University of Regina,Male,Teaching staff excluded,v113290095,1.64.12.2,x
2016/2017,Canada,University of Regina,Male,Average (dollars),v113290096,1.64.12.3,130950.0
2016/2017,Canada,University of Regina,Male,Median (dollars),v113290097,1.64.12.4,131525.0
2016/2017,Canada,University of Regina,Male,10th Percentile (dollars),v113290098,1.64.12.5,88450.0
2016/2017,Canada,University of Regina,Male,90th Percentile (dollars),v113290099,1.64.12.6,170150.0
2016/2017,Canada,University of Regina,Female,Total teaching staff,v113290100,1.64.13.1,210.0
2016/2017,Canada,University of Regina,Female,Teaching staff excluded,v113290101,1.64.13.2,x
2016/2017,Canada,University of Regina,Female,Average (dollars),v113290102,1.64.13.3,115775.0
2016/2017,Canada,University of Regina,Female,Median (dollars),v113290103,1.64.13.4,109625.0
2016/2017,Canada,University of Regina,Female,10th Percentile (dollars),v113290104,1.64.13.5,91050.0
2016/2017,Canada,University of Regina,Female,90th Percentile (dollars),v113290105,1.64.13.6,151600.0
2016/2017,Canada,University of Saskatchewan - Including medical dental,Full professor,Total teaching staff,v113290112,1.65.2.1,420.0
2016/2017,Canada,University of Saskatchewan - Including medical dental,Full professor,Teaching staff excluded,v113290113,1.65.2.2,21.0
2016/2017,Canada,University of Saskatchewan - Including medical dental,Full professor,Average (dollars),v113290114,1.65.2.3,189675.0
2016/2017,Canada,University of Saskatchewan - Including medical dental,Full professor,Median (dollars),v113290115,1.65.2.4,179450.0
2016/2017,Canada,University of Saskatchewan - Including medical dental,Full professor,10th Percentile (dollars),v113290116,1.65.2.5,155175.0
2016/2017,Canada,University of Saskatchewan - Including medical dental,Full professor,90th Percentile (dollars),v113290117,1.65.2.6,225750.0
2016/2017,Canada,University of Saskatchewan - Including medical dental,With senior administrative duties,Total teaching staff,v113290118,1.65.3.1,63.0
2016/2017,Canada,University of Saskatchewan - Including medical dental,With senior administrative duties,Teaching staff excluded,v113290119,1.65.3.2,15.0
2016/2017,Canada,University of Saskatchewan - Including medical dental,With senior administrative duties,Average (dollars),v113290120,1.65.3.3,209350.0
2016/2017,Canada,University of Saskatchewan - Including medical dental,With senior administrative duties,Median (dollars),v113290121,1.65.3.4,194400.0
2016/2017,Canada,University of Saskatchewan - Including medical dental,With senior administrative duties,10th Percentile (dollars),v113290122,1.65.3.5,165950.0
2016/2017,Canada,University of Saskatchewan - Including medical dental,With senior administrative duties,90th Percentile (dollars),v113290123,1.65.3.6,277250.0
2016/2017,Canada,University of Saskatchewan - Including medical dental,Without senior administrative duties,Total teaching staff,v113290124,1.65.4.1,357.0
2016/2017,Canada,University of Saskatchewan - Including medical dental,Without senior administrative duties,Teaching staff excluded,v113290125,1.65.4.2,6.0
2016/2017,Canada,University of Saskatchewan - Including medical dental,Without senior administrative duties,Average (dollars),v113290126,1.65.4.3,186250.0
2016/2017,Canada,University of Saskatchewan - Including medical dental,Without senior administrative duties,Median (dollars),v113290127,1.65.4.4,176050.0
2016/2017,Canada,University of Saskatchewan - Including medical dental,Without senior administrative duties,10th Percentile (dollars),v113290128,1.65.4.5,153875.0
2016/2017,Canada,University of Saskatchewan - Including medical dental,Without senior administrative duties,90th Percentile (dollars),v113290129,1.65.4.6,219675.0
2016/2017,Canada,University of Saskatchewan - Including medical dental,Associate professor,Total teaching staff,v113290130,1.65.5.1,279.0
2016/2017,Canada,University of Saskatchewan - Including medical dental,Associate professor,Teaching staff excluded,v113290131,1.65.5.2,15.0
2016/2017,Canada,University of Saskatchewan - Including medical dental,Associate professor,Average (dollars),v113290132,1.65.5.3,151700.0
2016/2017,Canada,University of Saskatchewan - Including medical dental,Associate professor,Median (dollars),v113290133,1.65.5.4,145750.0
2016/2017,Canada,University of Saskatchewan - Including medical dental,Associate professor,10th Percentile (dollars),v113290134,1.65.5.5,130950.0
2016/2017,Canada,University of Saskatchewan - Including medical dental,Associate professor,90th Percentile (dollars),v113290135,1.65.5.6,168125.0
2016/2017,Canada,University of Saskatchewan - Including medical dental,With senior administrative duties,Total teaching staff,v113290136,1.65.6.1,30.0
2016/2017,Canada,University of Saskatchewan - Including medical dental,With senior administrative duties,Teaching staff excluded,v113290137,1.65.6.2,6.0
2016/2017,Canada,University of Saskatchewan - Including medical dental,With senior administrative duties,Average (dollars),v113290138,1.65.6.3,182000.0
2016/2017,Canada,University of Saskatchewan - Including medical dental,With senior administrative duties,Median (dollars),v113290139,1.65.6.4,163025.0
2016/2017,Canada,University of Saskatchewan - Including medical dental,With senior administrative duties,10th Percentile (dollars),v113290140,1.65.6.5,147600.0
2016/2017,Canada,University of Saskatchewan - Including medical dental,With senior administrative duties,90th Percentile (dollars),v113290141,1.65.6.6,254550.0
2016/2017,Canada,University of Saskatchewan - Including medical dental,Without senior administrative duties,Total teaching staff,v113290142,1.65.7.1,246.0
2016/2017,Canada,University of Saskatchewan - Including medical dental,Without senior administrative duties,Teaching staff excluded,v113290143,1.65.7.2,9.0
2016/2017,Canada,University of Saskatchewan - Including medical dental,Without senior administrative duties,Average (dollars),v113290144,1.65.7.3,147900.0
2016/2017,Canada,University of Saskatchewan - Including medical dental,Without senior administrative duties,Median (dollars),v113290145,1.65.7.4,143950.0
2016/2017,Canada,University of Saskatchewan - Including medical dental,Without senior administrative duties,10th Percentile (dollars),v113290146,1.65.7.5,130575.0
2016/2017,Canada,University of Saskatchewan - Including medical dental,Without senior administrative duties,90th Percentile (dollars),v113290147,1.65.7.6,160025.0
2016/2017,Canada,University of Saskatchewan - Including medical dental,Assistant professor,Total teaching staff,v113290148,1.65.8.1,252.0
2016/2017,Canada,University of Saskatchewan - Including medical dental,Assistant professor,Teaching staff excluded,v113290149,1.65.8.2,9.0
2016/2017,Canada,University of Saskatchewan - Including medical dental,Assistant professor,Average (dollars),v113290150,1.65.8.3,117250.0
2016/2017,Canada,University of Saskatchewan - Including medical dental,Assistant professor,Median (dollars),v113290151,1.65.8.4,117675.0
2016/2017,Canada,University of Saskatchewan - Including medical dental,Assistant professor,10th Percentile (dollars),v113290152,1.65.8.5,96075.0
2016/2017,Canada,University of Saskatchewan - Including medical dental,Assistant professor,90th Percentile (dollars),v113290153,1.65.8.6,135300.0
2016/2017,Canada,University of Saskatchewan - Including medical dental,Rank below assistant professor,Total teaching staff,v113290154,1.65.9.1,30.0
2016/2017,Canada,University of Saskatchewan - Including medical dental,Rank below assistant professor,Teaching staff excluded,v113290155,1.65.9.2,x
2016/2017,Canada,University of Saskatchewan - Including medical dental,Rank below assistant professor,Average (dollars),v113290156,1.65.9.3,94950.0
2016/2017,Canada,University of Saskatchewan - Including medical dental,Rank below assistant professor,Median (dollars),v113290157,1.65.9.4,93400.0
2016/2017,Canada,University of Saskatchewan - Including medical dental,Rank below assistant professor,10th Percentile (dollars),v113290158,1.65.9.5,80175.0
2016/2017,Canada,University of Saskatchewan - Including medical dental,Rank below assistant professor,90th Percentile (dollars),v113290159,1.65.9.6,123275.0
2016/2017,Canada,University of Saskatchewan - Including medical dental,Other teaching staff,Total teaching staff,v113290160,1.65.10.1,3.0
2016/2017,Canada,University of Saskatchewan - Including medical dental,Other teaching staff,Teaching staff excluded,v113290161,1.65.10.2,x
2016/2017,Canada,University of Saskatchewan - Including medical dental,Other teaching staff,Average (dollars),v113290162,1.65.10.3,x
2016/2017,Canada,University of Saskatchewan - Including medical dental,Other teaching staff,Median (dollars),v113290163,1.65.10.4,x
2016/2017,Canada,University of Saskatchewan - Including medical dental,Other teaching staff,10th Percentile (dollars),v113290164,1.65.10.5,x
2016/2017,Canada,University of Saskatchewan - Including medical dental,Other teaching staff,90th Percentile (dollars),v113290165,1.65.10.6,x
2016/2017,Canada,University of Saskatchewan - Including medical dental,All ranks combined (including deans),Total teaching staff,v113290166,1.65.11.1,1008.0
2016/2017,Canada,University of Saskatchewan - Including medical dental,All ranks combined (including deans),Teaching staff excluded,v113290167,1.65.11.2,27.0
2016/2017,Canada,University of Saskatchewan - Including medical dental,All ranks combined (including deans),Average (dollars),v113290168,1.65.11.3,159600.0
2016/2017,Canada,University of Saskatchewan - Including medical dental,All ranks combined (including deans),Median (dollars),v113290169,1.65.11.4,152975.0
2016/2017,Canada,University of Saskatchewan - Including medical dental,All ranks combined (including deans),10th Percentile (dollars),v113290170,1.65.11.5,105950.0
2016/2017,Canada,University of Saskatchewan - Including medical dental,All ranks combined (including deans),90th Percentile (dollars),v113290171,1.65.11.6,210875.0
2016/2017,Canada,University of Saskatchewan - Including medical dental,Male,Total teaching staff,v113290172,1.65.12.1,645.0
2016/2017,Canada,University of Saskatchewan - Including medical dental,Male,Teaching staff excluded,v113290173,1.65.12.2,9.0
2016/2017,Canada,University of Saskatchewan - Including medical dental,Male,Average (dollars),v113290174,1.65.12.3,163775.0
2016/2017,Canada,University of Saskatchewan - Including medical dental,Male,Median (dollars),v113290175,1.65.12.4,156725.0
2016/2017,Canada,University of Saskatchewan - Including medical dental,Male,10th Percentile (dollars),v113290176,1.65.12.5,111100.0
2016/2017,Canada,University of Saskatchewan - Including medical dental,Male,90th Percentile (dollars),v113290177,1.65.12.6,213900.0
2016/2017,Canada,University of Saskatchewan - Including medical dental,Female,Total teaching staff,v113290178,1.65.13.1,363.0
